"Year","Site","Treatment","Block","Plot","Species","Rel.cover","Accepted Latin Name or category"
2008,06MAT,F2,1,2,Bet nan,8.9,Betula nana
2008,06MAT,F2,1,3,Bet nan,7.1,Betula nana
2008,06MAT,F2,1,4,Bet nan,7.1,Betula nana
2008,06MAT,F5,1,1,Bet nan,4.4,Betula nana
2008,06MAT,F5,1,2,Bet nan,2.0,Betula nana
2008,06MAT,F5,1,3,Bet nan,5.4,Betula nana
2008,06MAT,F5,1,4,Bet nan,8.4,Betula nana
2008,06MAT,F10,1,1,Bet nan,4.0,Betula nana
2008,06MAT,F10,1,2,Bet nan,26.5,Betula nana
2008,06MAT,F10,1,3,Bet nan,11.7,Betula nana
2008,06MAT,F10,1,4,Bet nan,23.5,Betula nana
2008,06MAT,CT,2,1,Bet nan,18.6,Betula nana
2008,06MAT,CT,2,2,Bet nan,11.6,Betula nana
2008,06MAT,CT,2,3,Bet nan,11.2,Betula nana
2008,06MAT,CT,2,4,Bet nan,9.1,Betula nana
2008,06MAT,F2,2,1,Bet nan,11.4,Betula nana
2008,06MAT,F2,2,2,Bet nan,13.1,Betula nana
2008,06MAT,F2,2,3,Bet nan,10.0,Betula nana
2008,06MAT,F2,2,4,Bet nan,12.7,Betula nana
2008,06MAT,F5,2,1,Bet nan,9.2,Betula nana
2008,06MAT,F5,2,2,Bet nan,17.6,Betula nana
2008,06MAT,F5,2,3,Bet nan,8.7,Betula nana
2008,06MAT,F5,2,4,Bet nan,18.6,Betula nana
2008,06MAT,F10,2,1,Bet nan,7.5,Betula nana
2008,06MAT,F10,2,2,Bet nan,21.2,Betula nana
2008,06MAT,F10,2,3,Bet nan,18.1,Betula nana
2008,06MAT,F10,2,4,Bet nan,26.0,Betula nana
2008,06MAT,CT,3,1,Bet nan,8.3,Betula nana
2008,06MAT,CT,3,2,Bet nan,13.1,Betula nana
2008,06MAT,CT,3,3,Bet nan,11.1,Betula nana
2008,06MAT,CT,3,4,Bet nan,3.9,Betula nana
2008,06MAT,F2,3,1,Bet nan,13.0,Betula nana
2008,06MAT,F2,3,2,Bet nan,12.7,Betula nana
2008,06MAT,F2,3,3,Bet nan,6.9,Betula nana
2008,06MAT,F2,3,4,Bet nan,13.5,Betula nana
2008,06MAT,F5,3,1,Bet nan,18.3,Betula nana
2008,06MAT,F5,3,2,Bet nan,17.2,Betula nana
2008,06MAT,F5,3,3,Bet nan,18.9,Betula nana
2008,06MAT,F5,3,4,Bet nan,15.6,Betula nana
2008,06MAT,F10,3,1,Bet nan,19.2,Betula nana
2008,06MAT,F10,3,2,Bet nan,18.8,Betula nana
2008,06MAT,F10,3,3,Bet nan,14.2,Betula nana
2008,06MAT,F10,3,4,Bet nan,15.2,Betula nana
2010,06MAT,CT,1,1,Bet nan,8.1,Betula nana
2010,06MAT,CT,1,2,Bet nan,11.7,Betula nana
2010,06MAT,CT,1,3,Bet nan,14.8,Betula nana
2010,06MAT,CT,1,4,Bet nan,19.7,Betula nana
2010,06MAT,CT,1,5,Bet nan,13.6,Betula nana
2010,06MAT,CT,1,6,Bet nan,18.7,Betula nana
2010,06MAT,CT,1,7,Bet nan,8.2,Betula nana
2010,06MAT,CT,1,8,Bet nan,16.6,Betula nana
2010,06MAT,F5,1,1,Bet nan,8.5,Betula nana
2010,06MAT,F5,1,2,Bet nan,16.8,Betula nana
2010,06MAT,F5,1,3,Bet nan,46.3,Betula nana
2010,06MAT,F5,1,4,Bet nan,23.7,Betula nana
2010,06MAT,F5,1,5,Bet nan,5.6,Betula nana
2010,06MAT,F5,1,6,Bet nan,33.9,Betula nana
2010,06MAT,F5,1,7,Bet nan,29.0,Betula nana
2010,06MAT,F5,1,8,Bet nan,7.4,Betula nana
2010,06MAT,F10,1,1,Bet nan,27.0,Betula nana
2010,06MAT,F10,1,2,Bet nan,21.8,Betula nana
2010,06MAT,F10,1,3,Bet nan,26.1,Betula nana
2010,06MAT,F10,1,4,Bet nan,20.4,Betula nana
2010,06MAT,F10,1,5,Bet nan,12.9,Betula nana
2010,06MAT,F10,1,6,Bet nan,35.8,Betula nana
2010,06MAT,F10,1,7,Bet nan,22.2,Betula nana
2010,06MAT,F10,1,8,Bet nan,41.9,Betula nana
2010,06MAT,CT,2,1,Bet nan,13.2,Betula nana
2010,06MAT,CT,2,2,Bet nan,17.8,Betula nana
2010,06MAT,CT,2,3,Bet nan,18.9,Betula nana
2010,06MAT,CT,2,4,Bet nan,21.9,Betula nana
2010,06MAT,CT,2,5,Bet nan,9.4,Betula nana
2010,06MAT,CT,2,6,Bet nan,2.1,Betula nana
2010,06MAT,CT,2,7,Bet nan,6.7,Betula nana
2010,06MAT,CT,2,8,Bet nan,16.1,Betula nana
2010,06MAT,F5,2,1,Bet nan,22.4,Betula nana
2010,06MAT,F5,2,2,Bet nan,26.5,Betula nana
2010,06MAT,F5,2,3,Bet nan,17.2,Betula nana
2010,06MAT,F5,2,4,Bet nan,16.1,Betula nana
2010,06MAT,F5,2,5,Bet nan,21.1,Betula nana
2010,06MAT,F5,2,6,Bet nan,22.2,Betula nana
2010,06MAT,F5,2,7,Bet nan,21.1,Betula nana
2010,06MAT,F5,2,8,Bet nan,14.2,Betula nana
2010,06MAT,F10,2,1,Bet nan,37.4,Betula nana
2010,06MAT,F10,2,2,Bet nan,29.2,Betula nana
2010,06MAT,F10,2,3,Bet nan,39.6,Betula nana
2010,06MAT,F10,2,4,Bet nan,26.9,Betula nana
2010,06MAT,F10,2,5,Bet nan,41.3,Betula nana
2010,06MAT,F10,2,6,Bet nan,32.6,Betula nana
2010,06MAT,F10,2,7,Bet nan,51.7,Betula nana
2010,06MAT,F10,2,8,Bet nan,37.4,Betula nana
2010,06MAT,CT,3,1,Bet nan,9.3,Betula nana
2010,06MAT,CT,3,2,Bet nan,18.0,Betula nana
2010,06MAT,CT,3,3,Bet nan,12.1,Betula nana
2010,06MAT,CT,3,4,Bet nan,7.5,Betula nana
2010,06MAT,CT,3,5,Bet nan,7.4,Betula nana
2010,06MAT,CT,3,6,Bet nan,15.1,Betula nana
2010,06MAT,CT,3,7,Bet nan,16.9,Betula nana
2010,06MAT,CT,3,8,Bet nan,18.8,Betula nana
2010,06MAT,F5,3,1,Bet nan,10.5,Betula nana
2010,06MAT,F5,3,2,Bet nan,8.7,Betula nana
2010,06MAT,F5,3,3,Bet nan,21.0,Betula nana
2010,06MAT,F5,3,4,Bet nan,21.6,Betula nana
2010,06MAT,F5,3,5,Bet nan,23.5,Betula nana
2010,06MAT,F5,3,6,Bet nan,17.7,Betula nana
2010,06MAT,F5,3,7,Bet nan,16.1,Betula nana
2010,06MAT,F5,3,8,Bet nan,31.3,Betula nana
2010,06MAT,F10,3,1,Bet nan,17.8,Betula nana
2010,06MAT,F10,3,2,Bet nan,14.8,Betula nana
2010,06MAT,F10,3,3,Bet nan,11.8,Betula nana
2010,06MAT,F10,3,4,Bet nan,35.5,Betula nana
2010,06MAT,F10,3,5,Bet nan,19.4,Betula nana
2010,06MAT,F10,3,6,Bet nan,18.8,Betula nana
2010,06MAT,F10,3,7,Bet nan,18.7,Betula nana
2010,06MAT,F10,3,8,Bet nan,29.9,Betula nana
2011,06MAT,CT,1,1,Bet nan,2.8,Betula nana
2011,06MAT,CT,1,2,Bet nan,10.8,Betula nana
2011,06MAT,CT,1,3,Bet nan,11.6,Betula nana
2011,06MAT,CT,1,4,Bet nan,30.0,Betula nana
2011,06MAT,CT,1,5,Bet nan,21.6,Betula nana
2011,06MAT,CT,1,6,Bet nan,20.2,Betula nana
2011,06MAT,CT,1,7,Bet nan,13.8,Betula nana
2011,06MAT,CT,1,8,Bet nan,9.6,Betula nana
2011,06MAT,F5,1,1,Bet nan,17.8,Betula nana
2011,06MAT,F5,1,2,Bet nan,12.3,Betula nana
2011,06MAT,F5,1,3,Bet nan,33.3,Betula nana
2011,06MAT,F5,1,4,Bet nan,31.0,Betula nana
2011,06MAT,F5,1,5,Bet nan,3.5,Betula nana
2011,06MAT,F5,1,6,Bet nan,23.6,Betula nana
2011,06MAT,F5,1,7,Bet nan,26.5,Betula nana
2011,06MAT,F5,1,8,Bet nan,5.8,Betula nana
2011,06MAT,F10,1,1,Bet nan,28.8,Betula nana
2011,06MAT,F10,1,2,Bet nan,24.8,Betula nana
2011,06MAT,F10,1,3,Bet nan,32.5,Betula nana
2011,06MAT,F10,1,4,Bet nan,21.6,Betula nana
2011,06MAT,F10,1,5,Bet nan,6.2,Betula nana
2011,06MAT,F10,1,6,Bet nan,25.0,Betula nana
2011,06MAT,F10,1,7,Bet nan,28.8,Betula nana
2011,06MAT,F10,1,8,Bet nan,31.6,Betula nana
2011,06MAT,CT,2,1,Bet nan,7.7,Betula nana
2011,06MAT,CT,2,2,Bet nan,11.9,Betula nana
2011,06MAT,CT,2,3,Bet nan,22.4,Betula nana
2011,06MAT,CT,2,4,Bet nan,19.2,Betula nana
2011,06MAT,CT,2,5,Bet nan,7.6,Betula nana
2011,06MAT,CT,2,6,Bet nan,1.6,Betula nana
2011,06MAT,CT,2,7,Bet nan,8.4,Betula nana
2011,06MAT,CT,2,8,Bet nan,13.2,Betula nana
2011,06MAT,F5,2,1,Bet nan,7.0,Betula nana
2011,06MAT,F5,2,2,Bet nan,14.0,Betula nana
2011,06MAT,F5,2,3,Bet nan,14.9,Betula nana
2011,06MAT,F5,2,4,Bet nan,17.3,Betula nana
2011,06MAT,F5,2,5,Bet nan,36.0,Betula nana
2011,06MAT,F5,2,6,Bet nan,33.1,Betula nana
2011,06MAT,F5,2,7,Bet nan,20.8,Betula nana
2011,06MAT,F5,2,8,Bet nan,19.8,Betula nana
2011,06MAT,F10,2,1,Bet nan,60.0,Betula nana
2011,06MAT,F10,2,2,Bet nan,31.6,Betula nana
2011,06MAT,F10,2,3,Bet nan,43.4,Betula nana
2011,06MAT,F10,2,4,Bet nan,28.1,Betula nana
2011,06MAT,F10,2,5,Bet nan,50.3,Betula nana
2011,06MAT,F10,2,6,Bet nan,32.4,Betula nana
2011,06MAT,F10,2,7,Bet nan,60.5,Betula nana
2011,06MAT,F10,2,8,Bet nan,61.6,Betula nana
2011,06MAT,CT,3,1,Bet nan,4.1,Betula nana
2011,06MAT,CT,3,2,Bet nan,10.9,Betula nana
2011,06MAT,CT,3,3,Bet nan,22.9,Betula nana
2011,06MAT,CT,3,4,Bet nan,21.3,Betula nana
2011,06MAT,CT,3,5,Bet nan,23.4,Betula nana
2011,06MAT,CT,3,6,Bet nan,14.5,Betula nana
2011,06MAT,CT,3,7,Bet nan,13.8,Betula nana
2011,06MAT,CT,3,8,Bet nan,16.5,Betula nana
2011,06MAT,F5,3,1,Bet nan,10.5,Betula nana
2011,06MAT,F5,3,2,Bet nan,6.0,Betula nana
2011,06MAT,F5,3,3,Bet nan,24.1,Betula nana
2011,06MAT,F5,3,4,Bet nan,11.7,Betula nana
2011,06MAT,F5,3,5,Bet nan,22.6,Betula nana
2011,06MAT,F5,3,6,Bet nan,22.8,Betula nana
2011,06MAT,F5,3,7,Bet nan,15.5,Betula nana
2011,06MAT,F5,3,8,Bet nan,29.3,Betula nana
2011,06MAT,F10,3,1,Bet nan,27.9,Betula nana
2011,06MAT,F10,3,2,Bet nan,28.6,Betula nana
2011,06MAT,F10,3,3,Bet nan,13.3,Betula nana
2011,06MAT,F10,3,4,Bet nan,52.3,Betula nana
2011,06MAT,F10,3,5,Bet nan,34.2,Betula nana
2011,06MAT,F10,3,6,Bet nan,33.9,Betula nana
2011,06MAT,F10,3,7,Bet nan,32.3,Betula nana
2011,06MAT,F10,3,8,Bet nan,35.7,Betula nana
2012,06MAT,CT,1,1,Bet nan,7.5,Betula nana
2012,06MAT,CT,1,2,Bet nan,21.6,Betula nana
2012,06MAT,CT,1,3,Bet nan,29.6,Betula nana
2012,06MAT,CT,1,4,Bet nan,39.7,Betula nana
2012,06MAT,CT,1,5,Bet nan,23.3,Betula nana
2012,06MAT,CT,1,6,Bet nan,37.3,Betula nana
2012,06MAT,CT,1,7,Bet nan,20.9,Betula nana
2012,06MAT,CT,1,8,Bet nan,15.0,Betula nana
2012,06MAT,F2,1,1,Bet nan,12.1,Betula nana
2012,06MAT,F2,1,2,Bet nan,7.0,Betula nana
2012,06MAT,F2,1,3,Bet nan,8.0,Betula nana
2012,06MAT,F2,1,4,Bet nan,19.7,Betula nana
2012,06MAT,F2,1,5,Bet nan,11.5,Betula nana
2012,06MAT,F2,1,6,Bet nan,28.2,Betula nana
2012,06MAT,F2,1,7,Bet nan,6.1,Betula nana
2012,06MAT,F2,1,8,Bet nan,31.3,Betula nana
2012,06MAT,F5,1,1,Bet nan,8.6,Betula nana
2012,06MAT,F5,1,2,Bet nan,18.8,Betula nana
2012,06MAT,F5,1,3,Bet nan,42.5,Betula nana
2012,06MAT,F5,1,4,Bet nan,34.4,Betula nana
2012,06MAT,F5,1,5,Bet nan,3.7,Betula nana
2012,06MAT,F5,1,6,Bet nan,38.3,Betula nana
2012,06MAT,F5,1,7,Bet nan,25.9,Betula nana
2012,06MAT,F5,1,8,Bet nan,11.7,Betula nana
2012,06MAT,F10,1,1,Bet nan,23.3,Betula nana
2012,06MAT,F10,1,2,Bet nan,24.6,Betula nana
2012,06MAT,F10,1,3,Bet nan,33.6,Betula nana
2012,06MAT,F10,1,5,Bet nan,10.1,Betula nana
2012,06MAT,F10,1,6,Bet nan,15.5,Betula nana
2012,06MAT,F10,1,7,Bet nan,24.0,Betula nana
2012,06MAT,F10,1,8,Bet nan,50.8,Betula nana
2012,06MAT,CT,2,1,Bet nan,8.3,Betula nana
2012,06MAT,CT,2,2,Bet nan,11.0,Betula nana
2012,06MAT,CT,2,3,Bet nan,8.6,Betula nana
2012,06MAT,CT,2,4,Bet nan,33.7,Betula nana
2012,06MAT,CT,2,5,Bet nan,10.9,Betula nana
2012,06MAT,CT,2,6,Bet nan,3.5,Betula nana
2012,06MAT,CT,2,7,Bet nan,8.5,Betula nana
2012,06MAT,CT,2,8,Bet nan,19.8,Betula nana
2012,06MAT,F2,2,1,Bet nan,10.7,Betula nana
2012,06MAT,F2,2,2,Bet nan,26.4,Betula nana
2012,06MAT,F2,2,3,Bet nan,14.1,Betula nana
2012,06MAT,F2,2,4,Bet nan,13.0,Betula nana
2012,06MAT,F2,2,5,Bet nan,9.1,Betula nana
2012,06MAT,F2,2,6,Bet nan,10.7,Betula nana
2012,06MAT,F2,2,7,Bet nan,6.9,Betula nana
2012,06MAT,F2,2,8,Bet nan,23.3,Betula nana
2012,06MAT,F5,2,1,Bet nan,22.9,Betula nana
2012,06MAT,F5,2,2,Bet nan,32.8,Betula nana
2012,06MAT,F5,2,3,Bet nan,28.3,Betula nana
2012,06MAT,F5,2,4,Bet nan,28.8,Betula nana
2012,06MAT,F5,2,5,Bet nan,32.6,Betula nana
2012,06MAT,F5,2,6,Bet nan,30.5,Betula nana
2012,06MAT,F5,2,7,Bet nan,13.2,Betula nana
2012,06MAT,F5,2,8,Bet nan,22.9,Betula nana
2012,06MAT,F10,2,1,Bet nan,43.5,Betula nana
2012,06MAT,F10,2,2,Bet nan,27.7,Betula nana
2012,06MAT,F10,2,3,Bet nan,26.2,Betula nana
2012,06MAT,F10,2,4,Bet nan,18.6,Betula nana
2012,06MAT,F10,2,5,Bet nan,39.5,Betula nana
2012,06MAT,F10,2,6,Bet nan,42.5,Betula nana
2012,06MAT,F10,2,7,Bet nan,44.4,Betula nana
2012,06MAT,F10,2,8,Bet nan,47.8,Betula nana
2012,06MAT,CT,3,1,Bet nan,4.3,Betula nana
2012,06MAT,CT,3,2,Bet nan,15.2,Betula nana
2012,06MAT,CT,3,3,Bet nan,29.2,Betula nana
2012,06MAT,CT,3,4,Bet nan,33.0,Betula nana
2012,06MAT,CT,3,5,Bet nan,10.8,Betula nana
2012,06MAT,CT,3,6,Bet nan,17.1,Betula nana
2012,06MAT,CT,3,7,Bet nan,25.0,Betula nana
2012,06MAT,CT,3,8,Bet nan,27.1,Betula nana
2012,06MAT,F2,3,1,Bet nan,35.3,Betula nana
2012,06MAT,F2,3,2,Bet nan,33.1,Betula nana
2012,06MAT,F2,3,3,Bet nan,20.8,Betula nana
2012,06MAT,F2,3,4,Bet nan,7.2,Betula nana
2012,06MAT,F2,3,5,Bet nan,38.6,Betula nana
2012,06MAT,F2,3,6,Bet nan,34.1,Betula nana
2012,06MAT,F2,3,7,Bet nan,31.0,Betula nana
2012,06MAT,F2,3,8,Bet nan,24.6,Betula nana
2012,06MAT,F5,3,1,Bet nan,37.9,Betula nana
2012,06MAT,F5,3,2,Bet nan,28.6,Betula nana
2012,06MAT,F5,3,3,Bet nan,40.7,Betula nana
2012,06MAT,F5,3,4,Bet nan,30.1,Betula nana
2012,06MAT,F5,3,5,Bet nan,37.5,Betula nana
2012,06MAT,F5,3,6,Bet nan,20.3,Betula nana
2012,06MAT,F5,3,7,Bet nan,24.5,Betula nana
2012,06MAT,F5,3,8,Bet nan,25.2,Betula nana
2012,06MAT,F10,3,1,Bet nan,24.5,Betula nana
2012,06MAT,F10,3,2,Bet nan,18.8,Betula nana
2012,06MAT,F10,3,3,Bet nan,24.0,Betula nana
2012,06MAT,F10,3,4,Bet nan,43.9,Betula nana
2012,06MAT,F10,3,5,Bet nan,22.9,Betula nana
2012,06MAT,F10,3,6,Bet nan,30.2,Betula nana
2012,06MAT,F10,3,7,Bet nan,31.9,Betula nana
2012,06MAT,F10,3,8,Bet nan,38.8,Betula nana
2013,06MAT,CT,1,1,Bet nan,4.6,Betula nana
2013,06MAT,CT,1,2,Bet nan,21.4,Betula nana
2013,06MAT,CT,1,3,Bet nan,19.7,Betula nana
2013,06MAT,CT,1,4,Bet nan,33.3,Betula nana
2013,06MAT,CT,1,5,Bet nan,25.7,Betula nana
2013,06MAT,CT,1,6,Bet nan,34.0,Betula nana
2013,06MAT,CT,1,7,Bet nan,19.5,Betula nana
2013,06MAT,CT,1,8,Bet nan,22.0,Betula nana
2013,06MAT,F2,1,1,Bet nan,7.5,Betula nana
2013,06MAT,F2,1,2,Bet nan,8.3,Betula nana
2013,06MAT,F2,1,3,Bet nan,12.0,Betula nana
2013,06MAT,F2,1,4,Bet nan,13.8,Betula nana
2013,06MAT,F2,1,5,Bet nan,21.3,Betula nana
2013,06MAT,F2,1,6,Bet nan,22.8,Betula nana
2013,06MAT,F2,1,7,Bet nan,13.9,Betula nana
2013,06MAT,F2,1,8,Bet nan,4.7,Betula nana
2013,06MAT,F5,1,1,Bet nan,12.6,Betula nana
2013,06MAT,F5,1,3,Bet nan,42.8,Betula nana
2013,06MAT,F5,1,4,Bet nan,43.2,Betula nana
2013,06MAT,F5,1,5,Bet nan,11.2,Betula nana
2013,06MAT,F5,1,6,Bet nan,36.2,Betula nana
2013,06MAT,F5,1,7,Bet nan,10.7,Betula nana
2013,06MAT,F5,1,8,Bet nan,12.3,Betula nana
2013,06MAT,F10,1,1,Bet nan,15.4,Betula nana
2013,06MAT,F10,1,2,Bet nan,35.3,Betula nana
2013,06MAT,F10,1,3,Bet nan,38.5,Betula nana
2013,06MAT,F10,1,4,Bet nan,27.8,Betula nana
2013,06MAT,F10,1,5,Bet nan,12.4,Betula nana
2013,06MAT,F10,1,6,Bet nan,50.7,Betula nana
2013,06MAT,F10,1,7,Bet nan,52.3,Betula nana
2013,06MAT,F10,1,8,Bet nan,64.1,Betula nana
2013,06MAT,CT,2,1,Bet nan,8.9,Betula nana
2013,06MAT,CT,2,2,Bet nan,13.3,Betula nana
2013,06MAT,CT,2,3,Bet nan,22.2,Betula nana
2013,06MAT,CT,2,4,Bet nan,30.2,Betula nana
2013,06MAT,CT,2,5,Bet nan,10.7,Betula nana
2013,06MAT,CT,2,6,Bet nan,3.9,Betula nana
2013,06MAT,CT,2,7,Bet nan,17.8,Betula nana
2013,06MAT,CT,2,8,Bet nan,20.1,Betula nana
2013,06MAT,F2,2,1,Bet nan,25.6,Betula nana
2013,06MAT,F2,2,2,Bet nan,35.7,Betula nana
2013,06MAT,F2,2,3,Bet nan,14.6,Betula nana
2013,06MAT,F2,2,4,Bet nan,12.4,Betula nana
2013,06MAT,F2,2,5,Bet nan,30.1,Betula nana
2013,06MAT,F2,2,6,Bet nan,10.8,Betula nana
2013,06MAT,F2,2,7,Bet nan,15.3,Betula nana
2013,06MAT,F2,2,8,Bet nan,16.5,Betula nana
2013,06MAT,F5,2,1,Bet nan,26.0,Betula nana
2013,06MAT,F5,2,2,Bet nan,24.7,Betula nana
2013,06MAT,F5,2,3,Bet nan,36.4,Betula nana
2013,06MAT,F5,2,4,Bet nan,20.9,Betula nana
2013,06MAT,F5,2,5,Bet nan,23.1,Betula nana
2013,06MAT,F5,2,6,Bet nan,34.0,Betula nana
2013,06MAT,F5,2,7,Bet nan,17.3,Betula nana
2013,06MAT,F5,2,8,Bet nan,29.2,Betula nana
2013,06MAT,F10,2,1,Bet nan,56.0,Betula nana
2013,06MAT,F10,2,2,Bet nan,26.4,Betula nana
2013,06MAT,F10,2,3,Bet nan,41.1,Betula nana
2013,06MAT,F10,2,4,Bet nan,39.5,Betula nana
2013,06MAT,F10,2,5,Bet nan,52.5,Betula nana
2013,06MAT,F10,2,6,Bet nan,49.2,Betula nana
2013,06MAT,F10,2,7,Bet nan,53.6,Betula nana
2013,06MAT,F10,2,8,Bet nan,33.3,Betula nana
2013,06MAT,CT,3,1,Bet nan,8.0,Betula nana
2013,06MAT,CT,3,2,Bet nan,23.4,Betula nana
2013,06MAT,CT,3,4,Bet nan,17.7,Betula nana
2013,06MAT,CT,3,5,Bet nan,28.0,Betula nana
2013,06MAT,CT,3,6,Bet nan,28.6,Betula nana
2013,06MAT,CT,3,7,Bet nan,35.9,Betula nana
2013,06MAT,CT,3,8,Bet nan,5.6,Betula nana
2013,06MAT,F2,3,1,Bet nan,26.5,Betula nana
2013,06MAT,F2,3,2,Bet nan,26.7,Betula nana
2013,06MAT,F2,3,3,Bet nan,30.0,Betula nana
2013,06MAT,F2,3,4,Bet nan,13.9,Betula nana
2013,06MAT,F2,3,5,Bet nan,24.5,Betula nana
2013,06MAT,F2,3,6,Bet nan,26.0,Betula nana
2013,06MAT,F2,3,7,Bet nan,29.3,Betula nana
2013,06MAT,F2,3,8,Bet nan,28.8,Betula nana
2013,06MAT,F5,3,1,Bet nan,40.0,Betula nana
2013,06MAT,F5,3,2,Bet nan,19.6,Betula nana
2013,06MAT,F5,3,3,Bet nan,34.7,Betula nana
2013,06MAT,F5,3,4,Bet nan,29.5,Betula nana
2013,06MAT,F5,3,5,Bet nan,39.7,Betula nana
2013,06MAT,F5,3,6,Bet nan,20.9,Betula nana
2013,06MAT,F5,3,7,Bet nan,23.4,Betula nana
2013,06MAT,F5,3,8,Bet nan,26.8,Betula nana
2013,06MAT,F10,3,1,Bet nan,38.8,Betula nana
2013,06MAT,F10,3,2,Bet nan,29.9,Betula nana
2013,06MAT,F10,3,3,Bet nan,15.0,Betula nana
2013,06MAT,F10,3,4,Bet nan,56.4,Betula nana
2013,06MAT,F10,3,5,Bet nan,51.6,Betula nana
2013,06MAT,F10,3,6,Bet nan,42.2,Betula nana
2013,06MAT,F10,3,7,Bet nan,42.5,Betula nana
2013,06MAT,F10,3,8,Bet nan,46.2,Betula nana
2014,06MAT,CT,1,1,Bet nan,9.2,Betula nana
2014,06MAT,CT,1,2,Bet nan,18.7,Betula nana
2014,06MAT,CT,1,3,Bet nan,16.5,Betula nana
2014,06MAT,CT,1,4,Bet nan,27.2,Betula nana
2014,06MAT,CT,1,5,Bet nan,20.5,Betula nana
2014,06MAT,CT,1,6,Bet nan,17.3,Betula nana
2014,06MAT,CT,1,7,Bet nan,13.0,Betula nana
2014,06MAT,CT,1,8,Bet nan,16.4,Betula nana
2014,06MAT,F2,1,1,Bet nan,11.4,Betula nana
2014,06MAT,F2,1,2,Bet nan,12.2,Betula nana
2014,06MAT,F2,1,3,Bet nan,18.7,Betula nana
2014,06MAT,F2,1,4,Bet nan,20.1,Betula nana
2014,06MAT,F2,1,5,Bet nan,23.7,Betula nana
2014,06MAT,F2,1,6,Bet nan,23.7,Betula nana
2014,06MAT,F2,1,7,Bet nan,2.0,Betula nana
2014,06MAT,F2,1,8,Bet nan,21.2,Betula nana
2014,06MAT,F5,1,1,Bet nan,10.6,Betula nana
2014,06MAT,F5,1,2,Bet nan,16.8,Betula nana
2014,06MAT,F5,1,3,Bet nan,53.1,Betula nana
2014,06MAT,F5,1,4,Bet nan,16.4,Betula nana
2014,06MAT,F5,1,5,Bet nan,7.3,Betula nana
2014,06MAT,F5,1,6,Bet nan,26.9,Betula nana
2014,06MAT,F5,1,7,Bet nan,18.0,Betula nana
2014,06MAT,F5,1,8,Bet nan,16.7,Betula nana
2014,06MAT,F10,1,1,Bet nan,37.6,Betula nana
2014,06MAT,F10,1,2,Bet nan,41.1,Betula nana
2014,06MAT,F10,1,3,Bet nan,32.6,Betula nana
2014,06MAT,F10,1,4,Bet nan,41.5,Betula nana
2014,06MAT,F10,1,5,Bet nan,17.4,Betula nana
2014,06MAT,F10,1,6,Bet nan,41.9,Betula nana
2014,06MAT,F10,1,7,Bet nan,38.3,Betula nana
2014,06MAT,F10,1,8,Bet nan,70.7,Betula nana
2014,06MAT,CT,2,1,Bet nan,11.1,Betula nana
2014,06MAT,CT,2,2,Bet nan,12.7,Betula nana
2014,06MAT,CT,2,3,Bet nan,17.1,Betula nana
2014,06MAT,CT,2,4,Bet nan,28.1,Betula nana
2014,06MAT,CT,2,5,Bet nan,13.1,Betula nana
2014,06MAT,CT,2,6,Bet nan,2.0,Betula nana
2014,06MAT,CT,2,7,Bet nan,5.3,Betula nana
2014,06MAT,CT,2,8,Bet nan,18.9,Betula nana
2014,06MAT,F2,2,1,Bet nan,11.2,Betula nana
2014,06MAT,F2,2,2,Bet nan,21.6,Betula nana
2014,06MAT,F2,2,3,Bet nan,13.0,Betula nana
2014,06MAT,F2,2,4,Bet nan,8.9,Betula nana
2014,06MAT,F2,2,5,Bet nan,13.1,Betula nana
2014,06MAT,F2,2,6,Bet nan,11.4,Betula nana
2014,06MAT,F2,2,7,Bet nan,13.0,Betula nana
2014,06MAT,F2,2,8,Bet nan,34.0,Betula nana
2014,06MAT,F5,2,1,Bet nan,22.5,Betula nana
2014,06MAT,F5,2,2,Bet nan,29.6,Betula nana
2014,06MAT,F5,2,3,Bet nan,20.0,Betula nana
2014,06MAT,F5,2,4,Bet nan,19.4,Betula nana
2014,06MAT,F5,2,5,Bet nan,29.3,Betula nana
2014,06MAT,F5,2,6,Bet nan,31.0,Betula nana
2014,06MAT,F5,2,7,Bet nan,20.1,Betula nana
2014,06MAT,F5,2,8,Bet nan,34.2,Betula nana
2014,06MAT,F10,2,1,Bet nan,13.7,Betula nana
2014,06MAT,F10,2,2,Bet nan,28.9,Betula nana
2014,06MAT,F10,2,3,Bet nan,20.3,Betula nana
2014,06MAT,F10,2,4,Bet nan,3.5,Betula nana
2014,06MAT,F10,2,5,Bet nan,7.3,Betula nana
2014,06MAT,F10,2,6,Bet nan,11.2,Betula nana
2014,06MAT,F10,2,7,Bet nan,11.4,Betula nana
2014,06MAT,F10,2,8,Bet nan,15.6,Betula nana
2014,06MAT,CT,3,1,Bet nan,8.3,Betula nana
2014,06MAT,CT,3,2,Bet nan,13.2,Betula nana
2014,06MAT,CT,3,3,Bet nan,22.5,Betula nana
2014,06MAT,CT,3,4,Bet nan,15.8,Betula nana
2014,06MAT,CT,3,5,Bet nan,9.0,Betula nana
2014,06MAT,CT,3,6,Bet nan,10.1,Betula nana
2014,06MAT,CT,3,7,Bet nan,6.2,Betula nana
2014,06MAT,CT,3,8,Bet nan,28.3,Betula nana
2014,06MAT,F2,3,1,Bet nan,16.2,Betula nana
2014,06MAT,F2,3,2,Bet nan,19.0,Betula nana
